paragraph,tag
"“Bible Belt Couples ‘Put Asunder’ More,” the New York Times proclaimed on May 21 of this year: “The divorce rate in many parts of the Bible Belt is roughly 50% above the national average.” So much for the notion that secularism is to blame for the decline of traditional families, among other frequently lamented social ills. Apparently, in a least a few states, the divorce rate correlates to an excess of piety, not the absence of it. What do we make of this amusing correlation? I doubt that religiosity directly causes divorce, but in some cases it may cause marriage, by condemning premarital sex and cohabitation as sinful; and marriage, of course, is the one indisputable cause of divorce. Marry in haste; divorce when you come to your senses. “I had this vision that this is just what people do; Get married, have kids and Christ comes back,” one Oklahoma divorcee told the New York Times. She remarried, but a great many Oklahomans apparently prefer living in sin. (Religion may not cause marriage after all.) According to the Times, the number of unmarried cohabitating couples in Oklahoma increased 97 percent in the past ten years. It increased 125 percent in Arkansas and 123 percent in Tennessee. The average national increase in unmarried couples for the same period was 72 percent. Statistics like these are deeply troubling to God-fearing social conservatives like Arkansas Governor Mike Huckabee, who declared a “marital emergency” in his state; and Oklahoma Governor Frank Keating, who has initiated a multimillion dollar campaign to strengthen marriage by sending publicly funded “marriage ambassadors” to talk shows and public schools and providing premarital education.",cause and effect
"For a child, it is very hard loosing a parent. The child's life becomes more stressful because of economic loss and the loss of a supportive parent. Since many children do not adjust well, their behavior is affected. The change is devastating for many children and it affects their entire life. Divorce of parents causes many problems and affects children negatively. The loss of a parent can cause loss in knowledge, skills, and resources from the parents. They loose such things as support from the parent in finances, emotions, and care. Children tend to have a harder time dealing with a divorce the more divorces their parents go through. The better the parents adjust to these losses, the better the children will adjust, and the fewer problems that will come about. When the child is in a single parents home, there is usually a loss of money and therefore, resources. This can lead to the child being jealous of other children and having lower self esteem. 
Another cause that affects a child with divorced parents is that the child may have a more stressful life. The child may have to change schools with any move that may result from the divorce. Also, if the child is not old enough to take care of himself or herself and the now single parent works, the child would probably have to start attending a child care program. A child could have to alternate between parents in different houses which is also very hard on a child. The adjustments to different settings and what days he or she is at which house can be confusing and stressful. In a divorce, the parents usually do not get along and may have different opinions on items. They may go to court and fight against each other about what factors caused the separation leading to the divorce and how the properties are divided. This possible exposure is very unhealthy for a child. The child sees his parents fighting and may learn from the behavior and display it. He or she may see that behavior as being an acceptable action. The fighting behavior of parents causes behavioral problems within a child. The child may hear things from one parent about the other that causes the child to take sides when he or she should be learning not to be biased and to love both parents equally.",cause and effect
"The causes of social problems exist on many levels. When we ask why social problems such as poverty, unemployment, crime, and war exist, each time we determine a cause, we can ask ""why"" again, as children often do until they are hushed. Poverty exists because some folks can't find jobs or the jobs pay poorly. But then why is the wage level so low? Because of the tax and land-tenure systems. Why do we have those systems? Because special interests pay to legislate it. Why do special interests get away with it? The voting structure lets them. Why does that structure exist? The voters don't demand to change it. Why not? When we dig down through all the layers to the roots of the causes, we find three fundamental causes of social problems: ignorance, apathy, and greed. The ultimate remedy for social problems therefore must confront all three root causes. It does little good to just run down the street shouting ""share the rent!"" or ""stop war!"". Uttering a slogan does no good unless it arouses sympathy. As an example of the interplay between ignorance, apathy, and greed, consider the problem of pollution. Suppose the most efficient preventative is a pollution charge based on the damage caused by each pollutant. However, the government regulates pollution instead, a policy failure that needlessly reduces employment and economic growth. One possible cause is ignorance. But suppose the best policy is known. The owners of the polluting industries seek to influence legislation to prevent the best policy. Because of their campaign contributions and other favors, the government adopts the poorer policy.",cause and effect
"It was probably inevitable that one day people would start suing McDonald's for making them fat. That day came this summer, when New York lawyer Samuel Hirsch filed several lawsuits against McDonald's, as well as four other fast-food companies, on the grounds that they had failed to adequately disclose the bad health effects of their menus. One of the suits involves a Bronx teenager who tips the scale at 400 pounds and whose mother, in papers filed in U.S. District Court in Manhattan, said, ""I always believed McDonald's food was healthy for my son."" And the tooth fairy really put that dollar under his pillow. But once you've stopped sniggering at our litigious society, remember that it once seemed equally ludicrous that smokers could successfully sue tobacco companies for their addiction to cigarettes. And while nobody is claiming that Big Macs are addictive -- at least not yet -- the restaurant industry and food packagers have clearly helped give many Americans the roly-poly shape they have today. This is not to say that the folks in the food industry want us to be fat. But make no mistake: When they do well economically, we gain weight. It wasn't always thus. There was a time when a 
trip to McDonald's seemed like a treat and when a small bag of French fries, a plain burger and a 12-ounce Coke seemed like a full meal. Fast food wasn't any healthier back then; we simply ate a lot less of it.",cause and effect
"Driving is a simple task that many of us do on a daily basis. Most people are safe drivers, while a few are incapable of driving safely. Safe and capable is how most senior citizens can be viewed; however, there are some factors that can make a senior citizen dangerous behind the wheel. Some of the problems with the elderly today are that their reflexes react slower, they are hearing impaired, or a physical health change can be a big problem. Research has shown everyone ages differently and growing old does not necessarily mean a person becomes a safety hazard on the road. Much depends on the person's physical and mental health as the years pass. Because people age differently there should be certain test given to the elderly after the age of 65. First, an annual hearing test should be given to the elderly. About thirty percent of those over age 65 are hearing impaired. The ability to hear is more important to driving than most people realize. Hearing can warn a driver of danger signals like the sound of screaming sirens, honking horns, or screeching tires. There are occasions when a driver can hear a car but can't see it because of a blind spot. Good hearing helps drivers to be sensitive to what is happening on the roadways around them. Secondly, An annual visual acuity test should be given to the elderly. The elderly are not tested periodically so more often than not visual changes occur and go undetected. Passing a simple eye-test should 
guarantee clear sight. But many elderly people have visual defects that make it difficult for them to see road signs and pedestrians. Senior citizens may need to slow their vehicles to read a road sign, which can put them at risk for an accident with faster traffic. If they do not slow down, the risk may be smaller, but they cannot read the sign. Obviously, challenge of driving is not one that can be easily solved for the elderly. Lastly, a test on sensory motor skills should be given to the elderly.",cause and effect
" Scary movies do not have any effect on me and the cause of that is because you can always expect that something bad it’s going to happen and when it is going to happen. I don’t dislike scary movies, don’t get me wrong now, but Horror is not my genre because they do not make new scary movies nowadays, it is all about remaking movies and making them more from our era, rather than when it was originally made 20 or 30 years ago.",cause and effect
"“Young people are attracted to caffeine, hard drugs, alcohol and smoking for any number of reasons.” Today in this world, smoking is rapidly spreading all over the world and nobody is trying to prevent this habit. Smoking has become common and fashionable in this world, especially, among young generation. “Smoking and/or drinking are often seen as a ‘cool’ or adult thing to do but it is a case of trying to educate young people about the dangers of these.” Mostly, it starts at school because students try to experiment new things. Mostly, students learn from other students and then they start to implement that on their selves. Smoking is one of the main issues, that effecting our young generation and old generation health badly, smoking causes people premature death and smoking influencing our environment very badly. Firstly, Cigarettes are available everywhere in this world with no age limits and causing premature death. Moreover, there are no restriction on smoking and cigarettes are being sold worldwide, people are making money from it by selling these deadly things that can ruin today’s young generation’s whole life. Additionally, government should ban smoking, in order to protect young generation. “In one sense, the case for a federal smoking ban in public housing is plain: Smoking is terrible, and smoking bans in public places are good for the public.” In addition, “In 2012, $9.17 billion was spent on advertising and promotion of cigarettes—more than $25 million every day, or more than $1 million every hour.” ",cause and effect
Oil is a commodity and it is produced globally and sold globally. It is also nonrenewable. However there is still a large amount of oil left. There is a factor of its cost that is driven up because there is only so much left. However countries that rely on oil will pump it out as fast as possible if the can and need the money. That being said oil is run as a commodity so there is an acceptable global price that all oil is subject to. It gets passes on to the end of the line weither that ends at a company or a person. So however much oil there is on the market that makes the price as demand is ever increasing. ,cause and effect
"Enjoying an alcoholic drink moderately is not bad on occasion, but it may have health benefits. Many people use alcohol as an escape route from personal and social pressures that lead to abuse. Abuse of alcohol can lead to alcoholism or alcohol addiction, in which that person becomes physically dependent on alcohol to where they cannot function without it. Not only is the health of that individual at risk, but alcohol causes a destructive behavior, such as driving under the influence and domestic violence. Drinking large quantities of alcohol leads to binge drinking which not only carries a serious risk of harm it is the most common factor to alcohol poisoning. Binge drinking is a form of alcohol abuse where an individual drinks more than the five alcoholic drinks in a 2 hour time period or less. There are many reasons that people become binge drinkers. Some may say they do it because it is fun, but they do not realize the consequences that they are putting upon themselves. They also say that they want to socialize and feel more self-confident, while others want to forget their problems. Again, peer pressure is another big issue when it comes to many teens and young adults. They are seeking to rebel, and fit in with others. People don’t realize they have an addiction when it comes to drinking until it is too late. They will start playing the blame game, blaming someone else for the bad things that happen in their life means they never have to say they’re sorry.  Addicts use it alongside denial to stay in their self imposed hell. They have many reasons as to why they are addicted.",cause and effect
"Gender inequality has plagued the world for as long as we’ve inhabited it. Women in the United States have been in the shadow of men, not allowed basic human rights, because they were told that that’s how things are supposed to be. Centuries later, women have received many entitlements in which they deserve, but not without the ongoing battle of equality. Stereotypes of women in America after the American Revolution enforced the existing social hierarchy. As their social values continued to plummet nearing the 20th century, the main responses of women included banning together to fight for equal rights, and remote causes such as the “Declaration of Sentiments” helped launch history-changing movements like the American Women’s Rights Movement. Women have a long history of being treated the equivalent of servant. For many years leading up to the “Declaration of Sentiments”, women were only responsible for having and taking care of the children and keeping the house clean. They had no voice in politics, but they also had no voice at home. On July 13th, 1848, a group of women, including Elizabeth Cady Stanton, were fed up with injustice and began discussing their frustrations over tea. They felt the strong need for a change, like many other women during this time, because they believed that they had positive influences for the society and deserved for them to be heard. This powerful group of women gathered with others and created a form of “The Declaration of Independence” that included female rights as well, which they called, “The Declaration of Sentiments”. (Eisenburg & Ruthsdotter, “Declaration of Sentiments”).",cause and effect
"An estimated amount of 160,000 students across the United States misses school each day due to being a victim of bullying. From a present study, 29% of students involved in bullying, 14% of the children were said to be victims, 7% were bullies, and 8% were bullies and victims. The worst type of social behavior stems from bullying, and leads to complications in a student’s future. Bullying is a way of expressing aggressive behavior that is intended, and continues that sometimes leads to physical or mental injuries. Those who are victims of bullying, lack self-esteem, and become easily depressed by small objects. There are four common types of bullying: verbal, physical, relational aggression, and cyber. Females and males tend to use different tactics when it comes to bullying. For example, females resort to verbal bullying and relational aggression by name-calling and regulating stations. Whereas, males are physically aggressive. Both sexes, are impulsive and enjoy the “status” they establish from the negative emotions they deliver.A common cause of bullying is the type of family environment that a bully grows up in. The lack of parental attention causes a feeling of insecurity leading someone to acquit bullying. Unfortunately, adult role moles, parents, teachers, coaches, can build up tension in a student to generate them to bully. Students that are neglected, have divorced parents, or are around the influence of drugs/alcohol are more controlling and impulsive by nature. Those who have younger siblings are more suitable to bully in order to feel empowered.",cause and effect
"""Controlling violent crime is largely a state and local responsibility,"" declare Robert Moffit, Edwin Meese, and Patrick Fagan of the Heritage Foundation. ""State and local officials,"" they say, ""should take the initiative to identify and target the hard-core criminals who are committing the majority of crimes and implement tough policies to put them behind bars and keep them there. Mounting evidence shows that this approach works."" Attacking the root causes of crime also makes sense, provided those causes are correctly identified. Poverty, for instance, does not cause crime. ""The real root cause of crime is family breakdown,"" the three analysts contend. They point out that ""fatherless children - regardless of socioeconomic and racial background - are most likely to commit violent crimes as teenagers and adults. And, because of the rising rate of illegitimacy in the United States, teenage crime will continue to rise.",cause and effect
"Many people all over the world are concerned about pollution. Gasoline use in automobiles is one of the major causes of pollution. When gasoline is used it releases carbon dioxide, methane and nitrogen oxide. These are gasses that contribute to the Greenhouse Effect. The Greenhouse Effect refers to the trapping of the sun's radiation and is also used synonymously with Global Warming (greenfuels.org). Governments are trying to come up with alternatives to gasoline to improve or at least not hurt our environment as much as gasoline does. There are things we can do to help out the environment. One suggestion is better public transportation systems. For example, Des Moines has a public bus system, but not very many people use it and the busses do not reach all parts of the city. As a result, many people drive themselves to work instead of taking the bus and saving gasoline. Another way to cut emissions of vehicles is a type of vehicle that uses an electric motor or a vehicle that uses both an electric and gasoline motor which cuts gasoline use. Also there are alternatives to gasoline that do not release as many harmful agents into the environment. Ethanol and hydrogen are two examples that are more environmentally friendly than gasoline. So, if the federal government were to increase the gas tax by one dollar per gallon, the public would have more incentive to buy the alternatives that are better for our environment than gasoline because of the much higher price. Also, with the increase in the gas tax the money would give funds toward the environment.",cause and effect
"In the United States, 1.6 million people die every year from disease. Many diseases are contagious and some arise in weak immune systems. Diseases are the leading cause of death in the United States. There were numerous diseases spreading in the 1900’s and people wasdying instantly. Influenza and pneumonia was the main cause of death in the 1900’s which is still present today. Many diseases spread fast and shocked the United States. Scientists and doctors came together to form vaccination shots. Many vaccination shots were introduced to prevent horrifying and transmitting diseases that started being identified in the 1990’s.Vaccination shots were created to help prevent diseases with babies and future diseases with adults. The benefit of vaccination shots is effective because vaccine strengthens immune systems, prevents the disease from spreading, and providing a healthy, longevity life.Vaccines are proven to strengthens immune systems against life-threatening diseases. When babies are born their immune systems are weak and vulnerable to catch disease. Children who are vaccinated are less common to die from an infectious illness. During the 1940, a bad case of tuberculosis was discovered in the U.S and U.K (Brooks). Albert Calmette, a famous French bacteriologist, found the vaccination for tuberculosis. Thirty years later, the death from tuberculosis drop down 75 percent in the U.S. and U.K together (Brooks). Albert Calmette vaccine shot was a huge success in saving people life. Scientists and doctors did not vaccinated babies at this time because the shot may have been too powerful for babies. Two years, later babies started catching tuberculosis because adults were spreading the disease (Brooks) .",cause and effect
"Illegal immigration still remains as one of the major problems on the U.S-Mexico border in our country. The effect of having illegal immigrants in our country puts the U.S in a dire situation. Many people are even starting to question the authority of the U.S. Customs and U.S. Border Patrol agents. Even though Homeland Security is always consistently hiring for U.S customs and border patrol agents to watch over the southern border to make sure no illegal immigrants sneak into the U.S. Many people are blaming illegal immigration for the loss of “American” jobs and why many Americans cannot find work today in the U.S. Illegal immigration has had many effects on the U.S. for the past two decades. Many illegal immigrants that cross the U.S-Mexico border take many of the jobs that are intended for U.S citizens. Mexican citizens are offered amnesty with the Immigration Reform and Control Act of 1986. According to the U.S. Homeland Security, “the Immigration Reform and Control Act of 1986 was passed in order to control and deter illegal immigrants to the United States. Its major provisions stipulate legalization of undocumented aliens who had been continuously unlawfully present since 1982, legalization of certain agricultural workers, and sanctions for employers who knowingly hire undocumented workers, and increased enforcement at U.S. borders.” Even though this act was passed, there are still thousands of illegal immigrants that are breaking this act and not returning to Mexico after they finish their task at one work place. Another effect from illegal immigration is the fact that Americans are suffering a cut in their pay even though they possess the same skills as the illegal immigrant (Gerking and Mutti 1980).”",cause and effect
"Drunk driving is a severe offense around the world and if caught driving under the influence severe punishment follows. Taking cold showers or drinking water or strong coffee cannot remove the blood alcohol content in the body. Only time can remove all alcohol from the body. Most people that drive under the influence of alcohol are knowledgeable that they are intoxicated; however, they make themselves believe that they are stable enough to operate a motor vehicle. Many fatalities can be caused by drunk driving, such as becoming a paraplegic or even worse death.
Driving under the influence of alcohol affects reaction time and is very dangerous not only for the driver and passengers in the car but for pedestrians and other drivers on the road. Each drunken driving ad targets different audiences; some may target different age groups while others target specific genders. Approximately every hour, someone dies or is severely injured from a drunken driving-related the incident. In the first drunk driving PSA, the audience being targeted is teenagers and adults that are not aware of the serious repercussions that come with driving while intoxicated. When going out with friends it 's always safe to have a designated driver just in case you plan on consuming alcohol. In the video, the driver is knowledgeable that he has had a few beers, but proceeds to start the car which puts him and the passengers at risk of an accident.If you are lucky enough to survive a drunken driving accident, you are at risk of becoming a paraplegic. Most paraplegics from drunk driving are paralyzed from the neck down or the abdomen down and can no longer walk without assistance. ",cause and effect
"Alcohol consumption in many countries has increased significantly over the last decades and its effects range from injuries, birth defects, health problems and alcohol abuse disorders. Alcohol abuse increases the risk of being injured and it is associated with burns, drowning and homicide. It is also associated with sexual assaults, accidents, falls and suicide. Suicide may result from excessive drinking which can actually make a person more reckless in judgment. As substance abuse disorder, it can lead to debilitating and serious disease and mental health conditions that may lead to suicidal behavior (National Institute of Health, 2015, p. 4). It can also cause relationship problems, work problems, legal problems and social problems. Coupled with the effects of alcohol, this can lead to suicide (Understanding Alcohol Use Disorders & Their Treatments, 2016). As such, there is a strong relationship between alcohol abuse and suicide. Nevertheless, correlation does not automatically indicate or mean causation in most of these cases.This paper reviews a study conducted by Maurizio Pompili, Gianluca Serafini, Marco Innamorati, Giovani Dominici, Stephano Ferracutti, Georgio Kotzladis, Guilla Sera, Paolo Garardi and Luigi Janiri on the effects of alcohol abuse on suicidal behavior. This paper examines the effects of alcohol abuse on the behavior of the individual, specifically his suicidal thoughts and suicidal behavior (Pompili, et al., 2010). Since association does not automatically mean connection, I believe that this paper offers a good insight in to what really causes individuals with alcohol abuse problems to consider suicide or to actually commit suicide.",cause and effect
"Drinking and driving is a serious and dangerous problem around the world for many people. Many people every year are killed or injured because of drunk drivers. When a person’s blood alcohol content, known as BAC, is over the legal limit he becomes much more impaired and are at a higher risk of hurting himself or others while driving on the road. The majority of people who drive when under the influence of drugs or alcohol do not believe that their skills are affected until after they face a challenging or dangerous situation. It is then they realize their coordination and ability to think and respond according to the certain situation is affected. Driving under the influence of alcohol and drugs make people drowsy, causes problems with focusing and the ability to follow objects with eyes. These issues can all lead to very dangerous circumstances, especially when the person under the influence is behind the wheel of a car, van, truck or motorbike. Driving under the influence is dangerous because it leads to road accidents, an individual can get legal penalties, and an individual is putting his safety and others safety at risk.First of all, driving when affected by drugs or alcohol, or a combination of drugs increases the risk of being involved in an accident. To securely drive a vehicle, good coordination, and mental alertness is required all the time. Moreover, slowed reaction times caused by sleepiness or fatigue will put both the driver and other motorists on the road at risk. The consequences when driving under such dangerous conditions far outweigh the high that a person may feel when under the influence. In addition, severe injuries such as broken bones, brain damage, and spinal injuries are real outcomes of a car accident.",cause and effect
"One of the hardest things to do in life is to realize that something needs to be changed and to complete the change. It is difficult to understand sometimes, that there is need for change; many people will not even know that they are wrong and need changing or be against change completely. But it is important to continuously create change and understand why change is important. There are three reasons that I believe would cause someone to struggle to create change: The environment around the person changes, they become more educated, and they can no longer suffer in their position. The environment around someone can constantly change, whether it is the physical environment like our ecosystem or the environment of world and people around them. If a school system is changing its ways of teaching, the students must change their ways of learning or risk getting left behind. The student must also change their way of thinking and learning in order to keep up, and example we have seen recently is in Common Core teaching. This is a new method of learning that has spread all around America. If a child does not choose to change, it would become difficult to continue learning considering most school systems are using this new method. It is important for someone to struggle to change, in order to keep up with what is going on around them, but they must also be willing to change. When reading the stories of Harry Potter by J.K. Rowling, we can see the need to change because of their environments constantly changing. One big example is the three main characters Harry, Ron and Hermione, having to go around finding Horcruxes in order to kill their villain Lord Voldemort, in Harry Potter and the Deathly Hallows.",cause and effect
"The word “hurricane” comes from the Caribbean god of storms, Hurican (Oxlade, 2006). A hurricane consists of: eye, eyewall, rail free area, spiral rain brand. The eyes is the most deadly part of the storm because there we will find the heaviest precipitation and strongest winds that reach around 121 miles per hour (Ahrens, 2013). Hurricanes have killed more people worldwide in the last fifty years than any other natural cataclysm (Emanuel, 2005). Not all storms turn into hurricanes and not all hurricanes hit land. A combination of winds, storm surge, and rain can cause great damage to building, power lines, roads, and automobiles up to millions of dollars in damage. Hurricanes may cause many change sot the natural environment along the coast including: sand eroded from some coastal areas and deposited in others, the waves from storm surge are able to carry large rocks and even boulders, many low-lying areas are flooded by storm surge, and strong winds and floods can thin or destroy forests (Gardiner, 2009). Hurricanes form through a simple process.Hurricanes begin as tropical storms of the warm moist waters of the Atlantic and Pacific Oceans. The beginning of a hurricane is a low-pressure area containing cloudiness and precipitation with no strong wings. Heavy rain can occur. There is a pressure drop in the center of the storm. Wind speed picks up and starts rotating in a patters, and heavy rainfall begins. Winds increase to speeds of thirty-nine to seventy-three miles per hour. The storm becomes more organized due to intensifying circulation around the center of the storm. A tropical storm is given a name once winds exceed thirty-nine miles per hour.",cause and effect
"Blood pressure is a descriptor of the force that blood exerts on the walls of arteries through which it travels, and this pressure varies with the rhythmic contractions of the separate parts of the heart. Systolic pressure occurs when the cardiac muscles on the atrial or ventricular portion of the heart tighten to either move blood from the atria to the ventricles or expel blood from the heart. The ventricular systole, which pushes blood out of the ventricles into the pulmonary artery and aorta, is the strongest and most noticeable of the two and results in the highest pressure change in arteries. A pause between the systolic contractions is called the diastole, when the heart is at rest and the atria are filling up with blood; no events take place to raise the blood pressure at this time.",descriptive
"Riordan Manufacturing is a global plastics producer employing 550 people with projected annual earnings of $46 million. The company is wholly owned by Riordan Industries, a Fortune 1000 enterprise with revenues in excess of $1 billion. Production is divided among three plants: plastic beverage containers in Albany, Georgia; custom plastic parts in Pontiac, Michigan; and plastic fan parts in Hangzhou, China. Research and Development is conducted at corporate headquarters in San Jose, California. Riordan's major customers are automotive parts manufacturers, aircraft manufacturers, the Department of Defense, beverage makers and bottlers, and appliance manufacturers.",descriptive
"One in three children in American is overweight. The possibility of being outcast by piers based on their appearance is the least of their troubles as they grow older. Obesity in children can cause physical damage from restricting regular bodily movement as well as bring on a world of problems later on down the road such as death from stroke or diabetes. It is best to address the problem of being overweight while large amounts of individuals are accessible through the school system. With the utilization of schools in the community child obesity could be greatly reduced helping millions of children in America. School are a great tool for the implementation of physical activity as well as teaching the importance of a healthy lifestyle. The National Center for Education Statistics states that 50.1 million students will attend public elementary schools in 2015. Despite this fact, schools have not been put to use in the struggle to end child obesity as only 69.3% of elementary schools have a mandatory physical education program according to School health and Programs Study. While even less who actually do offer physical education offer daily physical activity as a option, a tiny 3.8% (Physical Education). In 2012 there were 66,689 U.S elementary schools (National center for Education Statistics). If a program was established to make physical activity and education mandatory where children could exercise and learn the benefits of being healthy the benefits would be massive.",problem and solution
"Californians depend on electricity. It powers everything from the phone we use to the freezer that stores goods at the local grocery store. Electricity is part of the infrastructure of California, similar in nature to water supply and food supply. Without the electrical grid system, urbanized society will not function. Electricity is a commodity and a necessity. However, recent failures in power supply due to man-made errors and harsh weather question the stability of the power system. On September 9th, 2011, I have personally experienced the massive power outage in Southern California. The blackout, which lasted over 11 hours from the afternoon of the 9th to the morning of the 10th, caused major traffic congestions in Los Angeles, Orange County, and San Diego. Stop lights and street lights were non-functional, making every intersection a four-way stop. As a safety precaution, officials suspended schools and local universities for one day. That night, suburban residents of San Diego went to bed early, at around 9 o’ clock, because there was no electricity to power the lamp and internet-router which kept people up past sun-down. Consequently, the overall productivity of businesses decreased due to crippled traffic. In a published article from San Diego Union Tribune, the president of the National University System's Institute for Policy Research, estimated a loss of $97 million to $118 million from the loss of productivity in the affected areas (Showley, 2011). The reason for the blackout was none other than mistake of one man and the inadequate response of many.",cause and effect
"Violence on campuses increasingly manifest in a larger number of random assaults, group fights, mass shootings, flash-mob crimes, and vicious one-on-one attacks. Since March, about four women were charged for the murder of other female students. Crime gradually characterizes the modern college experience. Despite security provided, crime and violence rates increased on school campuses. The number of cases increased from 40 during the 1980s to 79 in the 1990s and 83 since 2000. The reason for the increase remains unknown. However, the increase in crime rate occurred in college student enrollment within the previous 20 years. The arrests of females increased more than the arrest of males in the majority of the crime categories between 1991 and 2000. In 2005, there were 2.1 million females of 14 million total juvenile arrests. Girls made up one-third of juvenile arrests and 18 percent of violent offenses. Arrest for simple assaults among girls increased by 24 percent between 1996 and 2005, while arrests for boys for similar crimes decreased. Experts state college campuses may easily become fertile ground for clashes. Attackers choose a victim in advance or aimlessly choose victims because they fit a certain outline. Violence may also break out unexpectedly, during a quarrel for instance. Close relationships were inspiring factors in a third of the attacks. Educational pressure factor became linked to one out of ten attacks. Violence on campus may destroy the school environment. The tension violence builds is enough to divert the students from doing their schoolwork. By distracting others from their class work, they make an enormous impact on the career they desire.",cause and effect
"Classic Airlines has found themselves in a difficult situation. They have been loosing customers due to a lack of understanding of the environment in which they operate. They tried to lower their fares and reduce customer service which is not what their customers wanted. They need to use the information from their CRM system to understand what they need to change to regain lost customers and grow the customer base in the future. By integrating their phone system with the internet system, the information collected will assist them in creating a marketing plan that will move the company into the future. Classic Airlines needs to use the information they have in their CRM system to understand the value of their customer and develop a plan to satisfy those needs and values. Classic Airlines is the fifth largest airline in the world (Scenario, 2008). They are on a downward spiral in their customer loyalty program, number of flights per loyalty customer and the company stock price. The loyalty program has seen an almost 20% decrease in the last few years. This reflects the change in attitude of customers that do not feel the program is worth staying with. The customers that are left are not flying as much or they are not flying with Classic Airlines since the number of flights for the remaining customers has dropped about 21%. The company stock price has dropped 10% in the last year. This is a reflection of the change in attitude and uncertainty in flying that has permeated the industry since late 2001. Classic Airlines has some work to do to hold their position and gain more customers. The airline has the information it needs to turn the situation around. Their CRM system is one of the best in the industry but was not set up to maximize the information opportunities. By reworking the parameters and connecting it to the company phone system, Classic will be able to use the information they collect to boost their loyalty program and increase their customer base. Classic also has an opportunity to enter into an alliance with a European and a South American airline which they could include in the loyalty program.",problem and solution
"InterClean, Inc. has made the decision to move to a solutions/selling model in order to compete in a new market and offer full-range service packages. With this decision, the company has various issues that have to be identified and subsequently dealt with by the management team and employees. These issues include: training and development, employee motivation, employee retention, HR planning and recruiting, strategic alignment and direct business strategy. InterClean also made the decision to acquire EnviroTech. This decision will also impact the workforce and cause human resources and the management team to have to plan strategically to make this acquisition as painless as possible for everyone involved.",problem and solution
Riordan Manufacturing is a global plastics producer employing about 550 employees.,descriptive
"Riordan Manufacturing has a multitude of problems that they are trying to correct in a reactionary manner. The innovative efforts of the company could have possibly been alleviated if the company had watched the changing trends in the industry and the increasing turnover rate of its employees. Although the company has revamped the focus of the sales force, employee morale must be addressed immediately. In an effort to reduce the turnover rate for remaining employees the President and senior management has decided to interview several consulting firms to provide feedback for the employee morale and turnover rate issue",problem and solution
Global Communications (GC) is a telecommunication company under tremendous economic pressure just like other telecommunication companies.,descriptive
"Global Communications (GC) stock value has diminished drastically at over 50% which creats doubt in the stockholdersand thefuture of the company is being questioned. GC decided to take an aggressive approach to solve this problem by outsourcing some of their technical call centers department to Ireland and India, without communicating it first to the union This will cause a lay-off of employees and cut salaries by 10% for those relocating. Of course this plan will not go well with the employees and the union who just gave up major benefits in the recent negotiation, are threatening to take legal action against GCs' new strategy.",cause and effect
"Global Communications did not research the communications market and there was too much competition present. The company had to find ways to make sure that its business survived. There had been a lot of competition in the long distance and international market, so the Senior Team decided to introduce new services to small business and consumer customers. “According to the 2007 UOP Global Communications scenario, The Senior Leadership Team had plans on creating an alliance with a satellite provider, and offer video services in conjunction with internet access; this will help the company compete with local telephone companies.” Global Communications developed cost-cutting measures that would improve profitability.",problem and solution
Midland Motors is a large company that has a reputation of keeping close and long-lasting relationships with their vendors.,descriptive
"Canada has a problem with obesity and a solution should be established. Junk food is easily accessible and because of this, low-income families are more likely to buy bigger quantities of it due to lower costs. Obesity can lead to diseases and serious illnesses, some of the most likely illnesses to get from obesity include Type 2 Diabetes, Uterine Cancer, and Gallbladder Disease. While these illnesses and diseases are bad, the population of people that have them can be decreased by decreasing the amount of sugary, carbonated, and high sodium foods humans consume. Junk food should be taxed because it will decrease consumption and reduce obesity rates as well as incidence of diseases, while the revenue generated by these taxes can be used to fund education programs to teach healthy living. First, the main issue trying to be fixed using taxes on junk food is reducing the obese population, the tax will include foods containing high; sugar, sodium, and calories. By adding a tax, people will stop buying unhealthy foods daily. Being able to decrease the number of unhealthy food people eat, will better our overall health, and will decline our obesity rates. A study done ""as of 2003, US states without sales taxes on soft drinks or snack foods were 4 times as likely as states with a tax to have a relative increase in the prevalence of obesity"" (Franck, Grandi, & Eisenberg, 2003). This is a good example of how taxing junk food will help the populations problem with obesity. With easier access to junk food, people are more likely to buy it because it is a cheap substitute for the pricey healthy food. ",problem and solution
"Currently the dominant player in a new arena, TeraTech a leader in the pharmaceutical industry, is a fiver year-old Customer Relationship Management (CRM) solutions provider. This CRM concept is relatively new, and its basic function is to help develop a complete picture of the industry customers, then evaluating those relationships across products and services.",descriptive
